ep,vl,vr,e,delta_e
0.09,2.29,2.11,0.14,0.05
0.14,2.45,2.28,0.04,-0.1
0.04,2.54,2.45,-0.13,-0.17
-0.13,2.61,2.56,-0.01,0.12
-0.01,2.73,2.67,0.13,0.14
0.13,2.82,2.73,0.23,0.1
0.23,2.88,2.79,0.14,-0.09
0.14,2.9,2.87,-0.18,-0.32
-0.18,2.94,2.96,-0.13,0.05
-0.13,2.95,2.96,0.04,0.17
0.04,3,2.95,0.2,0.16
0.2,3,2.92,0.26,0.06
0.26,2.98,2.92,0.14,-0.12
0.14,2.95,2.91,-0.17,-0.31
-0.17,2.92,2.95,-0.15,0.02
-0.15,2.95,2.98,0.02,0.17
0.02,3.02,2.96,0.26,0.24
0.26,3.02,2.93,0.26,0
0.26,3.01,2.97,0.12,-0.14
0.12,3.03,3.03,-0.04,-0.16
-0.04,2.97,3.03,-0.08,-0.04
-0.08,2.99,3.04,0.08,0.16
0.08,3.03,3.03,0.04,-0.04
0.04,2.97,2.97,0.1,0.06
0.1,2.99,2.99,0.08,-0.02
0.08,2.99,2.95,0.15,0.07
0.15,3.02,2.98,0.03,-0.12
0.03,2.99,2.99,-0.17,-0.2
-0.17,3.01,3.03,-0.13,0.04
-0.13,3.03,3.02,0.01,0.14
0.01,2.99,2.9,0.16,0.15
0.16,3.01,2.9,0.08,-0.08
0.08,3.01,2.94,-0.02,-0.1
-0.02,3.03,2.99,0,0.02
0,3.02,2.95,0.14,0.14
0.14,3.02,2.94,0.22,0.08
0.22,2.99,2.91,0.09,-0.13
0.09,2.95,2.93,-0.04,-0.13
-0.04,2.96,2.96,0.02,0.06
0.02,2.99,2.99,0.14,0.12
0.14,3.01,2.95,0.16,0.02
0.16,3.01,2.98,0.13,-0.03
0.13,3.01,3.01,-0.06,-0.19
-0.06,3.01,3.05,-0.16,-0.1
-0.16,2.97,3.04,-0.09,0.07
-0.09,2.99,3.03,-0.01,0.08
-0.01,2.97,2.98,-0.02,-0.01
-0.02,3,2.97,-0.01,0.01
-0.01,3.04,2.99,-1.06,-1.05
-1.06,2.27,2.56,0.95,2.01
0.95,2.88,2.04,1.27,0.32
1.27,2.76,2.1,-0.01,-1.28
-0.01,2.25,2.68,-1.03,-1.02
-1.03,2.08,2.9,-0.97,0.06
-0.97,2.36,2.56,0.98,1.95
0.98,2.95,2.07,1.22,0.24
1.22,2.82,2.11,0.21,-1.01
0.21,2.3,2.67,-1.12,-1.33
-1.12,2.08,3,-1.03,0.09
-1.03,2.34,2.68,0.82,1.85
0.82,2.87,2.14,1.2,0.38
1.2,2.78,2.15,-0.07,-1.27
-0.07,2.26,2.68,-1.13,-1.06
-1.13,2.05,2.85,1,2.13
1,2.08,1.73,-0.44,-1.44
-0.44,1.66,2.12,-1,-0.56
-1,1.59,2.14,-0.04,0.96
-0.04,1.93,1.79,1.04,1.08
1.04,2.17,1.61,0.72,-0.32
0.72,1.89,1.85,-1.02,-1.74
-1.02,1.51,2.3,-1.08,-0.06
-1.08,1.71,2.12,0.47,1.55
0.47,2.15,1.7,1.02,0.55
1.02,2.26,1.7,0.15,-0.87
0.15,1.87,2.04,-1.06,-1.21
-1.06,1.67,2.33,-0.77,0.29
-0.77,1.96,2,0.66,1.43
-1.07,0.14,0.06,-1.08,-0.01
-1.08,0.51,0.19,-1.05,0.03
-1.05,1.09,0.41,-0.72,0.33
-0.72,1.65,0.65,0.47,1.19
0.47,2.16,0.96,1.02,0.55
1.02,2.43,1.33,1,-0.02
1,2.44,1.82,0.6,-0.4
0.6,2.41,2.3,-0.16,-0.76
-0.16,2.41,2.62,-0.46,-0.3
-0.46,2.51,2.75,-0.3,0.16
-0.3,2.69,2.78,0.24,0.54
0.24,2.87,2.77,0.5,0.26
0.5,2.96,2.81,0.35,-0.15
0.35,2.96,2.93,0.09,-0.26
0.09,2.89,3,-0.16,-0.25
-0.16,2.89,3.08,-0.1,0.06
-0.1,2.97,3.09,0.2,0.3
0.2,3.04,3.03,0.29,0.09
0.29,3.01,3,0.26,-0.03
0.26,2.95,3.04,0.02,-0.24
0.02,2.92,3.07,-0.27,-0.29
-0.27,2.92,3.12,-0.29,-0.02
-0.29,2.97,3.1,0.03,0.32
0.03,3.04,3.02,0.3,0.27
0.3,3.11,3.03,0.26,-0.04
0.26,3.05,3.03,0.02,-0.24
0.02,2.98,3.04,-0.21,-0.23
-0.21,2.96,3.07,-0.06,0.15
-0.06,3.01,3.06,0.12,0.18
0.12,3.09,3.03,0.18,0.06
0.18,3.09,3.04,0.09,-0.09
0.09,3.05,3.03,0.08,-0.01
0.08,2.98,2.99,0.09,0.01
0.09,2.95,2.97,0.16,0.07
0.16,2.94,2.96,0.13,-0.03
0.13,2.93,2.92,0.03,-0.1
0.03,2.92,2.92,-0.08,-0.11
-0.08,2.94,2.96,0.04,0.12
0.04,2.99,2.96,0.19,0.15
0.19,2.91,2.89,0.2,0.01
0.2,2.91,2.87,0.1,-0.1
0.1,2.79,2.78,-0.01,-0.11
-0.01,2.85,2.86,0.05,0.06
0.05,2.9,2.91,0.16,0.11
0.16,2.92,2.89,0.17,0.01
0.17,2.92,2.91,-0.05,-0.22
-0.05,2.91,2.93,-0.02,0.03
-0.02,2.95,2.96,0.03,0.05
0.03,2.94,2.93,0.1,0.07
0.1,2.95,2.92,0.04,-0.06
0.04,3,3,-0.12,-0.16
-0.12,3.02,3.02,-0.07,0.05
-0.07,2.96,2.96,0.11,0.18
0.11,2.97,2.9,0.24,0.13
0.24,2.95,2.9,0.06,-0.18
0.06,2.92,2.94,-0.03,-0.09
-0.03,2.96,3.01,-0.07,-0.04
-0.07,3.01,3.03,-1.1,-1.03
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-0.8,0.2,0.06,-0.17,0.63
-0.17,0.7,0.24,0.51,0.68
0.51,1.22,0.62,0.55,0.04
0.55,1.58,1.11,0.26,-0.29
0.26,1.78,1.59,-0.25,-0.51
-0.25,1.98,1.97,-0.27,-0.02
-0.27,2.27,2.26,-0.01,0.26
-0.01,2.51,2.39,0.17,0.18
0.17,2.65,2.45,0.34,0.17
0.34,2.76,2.6,0.21,-0.13
0.21,2.77,2.7,-0.02,-0.23
-0.02,2.8,2.84,-0.19,-0.17
-0.19,2.84,2.91,-0.11,0.08
-0.11,2.93,2.91,0.17,0.28
0.17,3,2.91,0.37,0.2
0.37,3.04,2.95,0.29,-0.08
0.29,3.05,3.04,0.03,-0.26
0.03,3,3.09,-0.1,-0.13
-0.1,3,3.11,-0.03,0.07
-0.03,2.98,3.07,0.06,0.09
0.06,3.03,3.1,0.08,0.02
0.08,3.06,3.12,0.03,-0.05
0.03,3.03,3.05,0,-0.03
0,3.02,3.04,0.04,0.04
0.04,3.06,3.07,0.21,0.17
0.21,3.07,3.06,0.11,-0.1
0.11,3.01,3.05,-0.09,-0.2
-0.09,3.01,3.1,-0.23,-0.14
-0.23,3.01,3.1,-0.12,0.11
-0.12,3.05,3.04,0.2,0.32
0.2,3.12,3.01,0.33,0.13
0.33,3.09,2.97,0.17,-0.16
0.17,3.06,3.05,-0.11,-0.28
-0.11,3,3.1,0,0.11
0,3.04,3.08,-0.01,-0.01
-0.01,3.07,3.09,-0.02,-0.01
-0.02,3.08,3.07,0.16,0.18
0.16,3.1,3.02,0.31,0.15
0.31,3.06,2.97,0.28,-0.03
0.28,3.03,3,0.01,-0.27
0.01,2.96,3.02,-0.06,-0.07
-0.06,2.99,3.05,0,0.06
0,3.05,3.04,0.14,0.14
0.14,3,2.97,0.06,-0.08
0.06,3.02,3.02,0.02,-0.04
0.02,3.06,3.06,0.01,-0.01
0.01,3.07,3.08,-0.06,-0.07
-0.06,3.03,3.05,-0.04,0.02
-0.04,3.01,3.02,0.01,0.05
0.01,3.05,3.01,0.01,0
0.01,3.08,3.05,-0.08,-0.09
-0.08,3.06,3.04,-0.03,0.05
-0.03,3.03,3.03,0.14,0.17
0.14,3.02,2.99,0.07,-0.07
0.07,3.04,3.01,0.07,0
0.07,3.03,3.03,0.05,-0.02
0.05,3.02,3.02,-0.07,-0.12
-0.07,3.01,3.03,-1.1,-1.03
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-1.06,0.16,0.06,-1.08,-0.02
-1.08,0.67,0.27,-1.06,0.02
-1.06,1.31,0.53,-0.83,0.23
-0.83,1.91,0.81,0.29,1.12
0.29,2.37,1.05,0.96,0.67
0.96,2.62,1.36,0.98,0.02
0.98,2.65,1.85,0.51,-0.47
0.51,2.6,2.32,-0.3,-0.81
-0.3,2.54,2.63,-0.51,-0.21
-0.51,2.63,2.75,-0.08,0.43
-0.08,2.83,2.74,0.29,0.37
0.29,2.96,2.75,0.36,0.07
0.36,2.99,2.86,0.13,-0.23
0.13,2.97,2.97,0.04,-0.09
0.04,2.98,3.03,0.02,-0.02
0.02,2.98,3.09,-0.03,-0.05
-0.03,3.05,3.09,0.05,0.08
0.05,3.06,3.07,0.17,0.12
0.17,3.02,3.04,0.17,0
0.17,3.02,3.07,0.04,-0.13
0.04,2.98,3.08,-0.05,-0.09
-0.05,2.98,3.06,-0.04,0.01
-0.04,3,3.05,0.02,0.06
0.02,2.98,3,0.16,0.14
0.16,3.03,3.04,0.16,0
0.16,2.98,3.01,0.04,-0.12
0.04,2.97,3.03,-0.04,-0.08
-0.04,2.95,3.02,-0.04,0
-0.04,2.96,3,0.01,0.05
0.01,2.99,2.98,0.01,0
0.01,3.05,3,0.04,0.03
0.04,2.98,2.96,0.07,0.03
0.07,2.96,2.95,0.19,0.12
0.19,3.01,2.96,0.25,0.06
0.25,2.97,2.95,0.09,-0.16
0.09,2.96,3,-0.12,-0.21
-0.12,2.98,3.06,-0.03,0.09
-0.03,3.03,3.05,0.18,0.21
0.18,3.08,3.02,0.4,0.22
0.4,3.05,2.95,0.23,-0.17
0.23,2.96,2.94,-0.07,-0.3
-0.07,2.93,2.97,-0.18,-0.11
-0.18,2.94,3,-0.01,0.17
-0.01,2.99,2.98,0.19,0.2
0.19,2.99,2.94,0.28,0.09
0.28,3.03,2.94,0.19,-0.09
0.19,3.03,2.99,-0.04,-0.23
-0.04,3,3.05,-0.14,-0.1
-0.14,2.94,3.02,-0.1,0.04
-0.1,2.95,3,0,0.1
0,3.02,3,0.1,0.1
0.1,3.04,2.96,0.16,0.06
0.16,3.01,2.97,0.09,-0.07
0.09,3.01,3.01,-0.01,-0.1
-0.01,3.03,3.03,-0.03,-0.02
-0.03,3,3.02,0.03,0.06
0.03,3.02,3,0.1,0.07
0.1,2.92,2.86,-1.1,-1.2
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
0.43,0.06,0.12,-0.26,-0.69
-0.26,0.37,0.66,-0.65,-0.39
-0.65,0.89,1.12,-0.46,0.19
-0.46,1.46,1.38,0.06,0.52
0.06,1.88,1.54,0.57,0.51
0.57,2.21,1.76,0.39,-0.18
0.39,2.31,2.1,-0.49,-0.88
-0.49,2.3,2.34,-0.7,-0.21
-0.7,2.44,2.47,-0.11,0.59
-0.11,2.72,2.42,0.61,0.72
0.61,2.91,2.44,0.58,-0.03
0.58,2.87,2.63,-0.03,-0.61
-0.03,2.76,2.88,-0.8,-0.77
-0.8,2.76,3.01,-0.59,0.21
-0.59,2.95,2.91,0.54,1.13
0.54,3.16,2.7,0.91,0.37
0.91,3.17,2.78,0.34,-0.57
0.34,2.96,3.03,-0.68,-1.02
-0.68,2.78,3.16,-0.75,-0.07
-0.75,2.87,3.07,0.23,0.98
0.23,3.15,2.9,0.96,0.73
0.96,3.24,2.84,0.58,-0.38
0.58,3.07,3.03,-0.64,-1.22
-0.64,2.86,3.26,-0.95,-0.31
-0.95,2.91,3.19,0.05,1
0.05,3.17,2.93,0.94,0.89
0.94,3.25,2.79,0.75,-0.19
0.75,3.1,2.97,-0.4,-1.15
-0.4,2.88,3.21,-0.87,-0.47
-0.87,2.87,3.21,-0.1,0.77
-0.1,3.11,2.99,0.72,0.82
0.72,3.19,2.83,0.64,-0.08
0.64,3.11,2.97,-0.22,-0.86
-0.22,2.95,3.17,-0.67,-0.45
-0.67,2.92,3.22,-0.11,0.56
-0.11,3.1,3.05,0.5,0.61
0.5,3.22,2.92,0.48,-0.02
0.48,3.15,3,-0.19,-0.67
-0.19,2.98,3.1,-0.58,-0.39
-0.58,2.97,3.14,-0.2,0.38
-0.2,3.11,3.03,0.52,0.72
0.52,3.27,2.89,0.64,0.12
0.64,3.18,2.91,0.1,-0.54
0.1,2.96,3.03,-0.43,-0.53
-0.43,2.81,3.04,-0.37,0.06
-0.37,2.91,3.01,0.23,0.6
0.23,3.07,2.91,0.53,0.3
0.53,3.07,2.85,0.26,-0.27
0.26,2.98,2.96,-0.26,-0.52
-0.26,2.82,3.03,-0.51,-0.25
-0.51,2.88,3.04,-0.29,0.22
-0.29,3,2.93,0.44,0.73
0.44,3.16,2.89,0.65,0.21
0.65,3.13,2.91,0.17,-0.48
0.17,2.96,3.09,-0.59,-0.76
-0.59,2.89,3.21,-0.44,0.15
-0.44,2.91,3.07,1.27,1.71
1.27,2.76,2.1,-0.01,-1.28
-0.01,2.25,2.68,-1.03,-1.02
-1.03,2.08,2.9,-0.97,0.06
-0.97,2.36,2.56,0.98,1.95
0.98,2.95,2.07,1.22,0.24
1.22,2.82,2.11,0.21,-1.01
0.21,2.3,2.67,-1.12,-1.33
-1.12,2.08,3,-1.03,0.09
-1.03,2.34,2.68,0.82,1.85
0.82,2.87,2.14,1.2,0.38
1.2,2.78,2.15,-0.07,-1.27
-0.07,2.26,2.68,-1.13,-1.06
-1.13,2.05,2.85,1,2.13
1,2.08,1.73,-0.44,-1.44
-0.44,1.66,2.12,-1,-0.56
-1,1.59,2.14,-0.04,0.96
-0.04,1.93,1.79,1.04,1.08
1.04,2.17,1.61,0.72,-0.32
0.72,1.89,1.85,-1.02,-1.74
-1.02,1.51,2.3,-1.08,-0.06
-1.08,1.71,2.12,0.47,1.55
0.47,2.15,1.7,1.02,0.55
1.02,2.26,1.7,0.15,-0.87
0.15,1.87,2.04,-1.06,-1.21
-1.06,1.67,2.33,-0.77,0.29
-0.77,1.96,2,0.66,1.43
-0.47,0.28,0.12,0.18,0.65
0.18,0.76,0.34,0.45,0.27
0.45,1.21,0.75,0.19,-0.26
0.19,1.53,1.28,-0.4,-0.59
-0.4,1.76,1.7,-0.32,0.08
-0.32,2.15,1.98,0.3,0.62
0.3,2.48,2.11,0.55,0.25
0.55,2.62,2.3,0.09,-0.46
0.09,2.58,2.54,-0.61,-0.7
-0.61,2.6,2.76,-0.55,0.06
-0.55,2.74,2.72,0.37,0.92
0.37,3.03,2.64,0.77,0.4
0.77,3.05,2.63,0.45,-0.32
0.45,2.92,2.87,-0.47,-0.92
-0.47,2.75,3.05,-0.66,-0.19
-0.66,2.84,3.06,0.02,0.68
0.02,3.07,2.91,0.74,0.72
0.74,3.2,2.87,0.65,-0.09
0.65,3.06,2.99,-0.38,-1.03
-0.38,2.89,3.24,-0.89,-0.51
-0.89,2.87,3.25,-0.35,0.54
-0.35,3.14,3.06,0.72,1.07
0.72,3.29,2.85,0.92,0.2
0.92,3.21,2.92,0.29,-0.63
0.29,2.95,3.11,-0.65,-0.94
-0.65,2.76,3.25,-0.8,-0.15
-0.8,2.87,3.18,-0.06,0.74
-0.06,3.13,2.96,0.78,0.84
0.78,3.21,2.81,0.72,-0.06
0.72,3.13,2.97,-0.17,-0.89
-0.17,2.9,3.14,-0.76,-0.59
-0.76,2.88,3.21,-0.46,0.3
-0.46,3.04,3.05,0.56,1.02
0.56,3.24,2.9,0.84,0.28
0.84,3.19,2.92,0.26,-0.58
0.26,3.01,3.13,-0.7,-0.96
-0.7,2.89,3.29,-0.66,0.04
-0.66,2.99,3.17,0.39,1.05
0.39,3.21,2.94,0.9,0.51
0.9,3.19,2.83,0.49,-0.41
0.49,3.03,3.04,-0.6,-1.09
-0.6,2.87,3.21,-0.73,-0.13
-0.73,2.91,3.15,0.01,0.74
0.01,3.15,2.96,0.75,0.74
0.75,3.22,2.83,0.71,-0.04
0.71,3.08,2.94,-0.26,-0.97
-0.26,2.92,3.17,-0.87,-0.61
-0.87,2.88,3.24,-0.42,0.45
-0.42,3.08,3.07,0.58,1
0.58,3.25,2.88,0.85,0.27
0.85,3.22,2.92,0.17,-0.68
0.17,3.03,3.18,-0.66,-0.83
-0.66,2.89,3.28,-0.66,0
-0.66,2.97,3.17,0.2,0.86
0.2,3.22,2.97,0.68,0.48
0.68,3.25,2.9,0.03,-0.65
0.03,3.02,3,0.1,0.07
0.1,2.92,2.86,-1.1,-1.2
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-1.02,0.26,0.04,-0.31,0.71
-0.31,0.95,0.15,0.78,1.09
0.78,1.54,0.44,0.94,0.16
0.94,1.77,0.95,0.56,-0.38
0.56,1.8,1.54,-0.8,-1.36
-0.8,1.86,2.13,-0.91,-0.11
-0.91,2.21,2.31,0,0.91
0,2.66,2.25,0.92,0.92
0.92,2.89,2.28,0.79,-0.13
0.79,2.83,2.54,-0.33,-1.12
-0.33,2.67,2.91,-0.86,-0.53
-0.86,2.67,3.01,-0.53,0.33
-0.53,2.94,2.87,0.63,1.16
0.63,3.21,2.73,0.98,0.35
0.98,3.19,2.79,0.58,-0.4
0.58,2.97,3.07,-0.67,-1.25
-0.67,2.76,3.26,-0.86,-0.19
-0.86,2.85,3.18,0.04,0.9
0.04,3.1,2.97,0.86,0.82
0.86,3.24,2.91,0.65,-0.21
0.65,3.09,3.07,-0.45,-1.1
-0.45,2.89,3.26,-0.9,-0.45
-0.9,2.83,3.19,-0.3,0.6
-0.3,3.09,2.99,0.75,1.05
0.75,3.29,2.85,0.92,0.17
0.92,3.19,2.96,0.25,-0.67
0.25,2.93,3.19,-0.77,-1.02
-0.77,2.83,3.35,-0.9,-0.13
-0.9,2.96,3.22,0.24,1.14
0.24,3.25,2.96,1.08,0.84
1.08,3.34,2.87,0.63,-0.45
0.63,3.11,3.09,-0.69,-1.32
-0.69,2.89,3.33,-0.95,-0.26
-0.95,2.91,3.27,-0.17,0.78
-0.17,3.19,2.99,0.88,1.05
0.88,3.31,2.77,0.88,0
0.88,3.19,2.94,-0.05,-0.93
-0.05,2.95,3.19,-0.78,-0.73
-0.78,2.84,3.29,-0.63,0.15
-0.63,2.97,3.11,0.4,1.03
0.4,3.2,2.87,0.93,0.53
0.93,3.24,2.84,0.45,-0.48
0.45,3.03,3.05,-0.56,-1.01
-0.56,2.84,3.26,-0.81,-0.25
-0.81,2.9,3.19,-0.08,0.73
-0.08,3.18,2.97,0.76,0.84
0.76,3.3,2.86,0.67,-0.09
0.67,3.2,3.01,-0.31,-0.98
-0.31,2.98,3.24,-0.84,-0.53
-0.84,2.86,3.22,-0.44,0.4
-0.44,3.09,3.07,0.61,1.05
0.61,3.29,2.92,0.82,0.21
0.82,3.25,2.97,0.14,-0.68
0.14,3.02,3.18,-0.62,-0.76
-0.62,2.9,3.32,-0.58,0.04
-0.58,3.02,3.2,0.03,0.61
0.03,3.02,3,0.1,0.07
0.1,2.92,2.86,-1.1,-1.2
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-1.06,0.12,0.04,-1.1,-0.04
-1.1,0.56,0.09,-0.76,0.34
-0.76,1.3,0.25,0.66,1.42
0.66,1.98,0.48,1.12,0.46
1.12,2.19,0.91,0.96,-0.16
0.96,2.15,1.59,-0.09,-1.05
-0.09,2.06,2.25,-0.83,-0.74
-0.83,2.15,2.54,-0.68,0.15
-0.68,2.5,2.55,0.62,1.3
0.62,2.9,2.46,0.88,0.26
0.88,2.92,2.49,0.58,-0.3
0.58,2.76,2.81,-0.54,-1.12
-0.54,2.64,3.09,-0.88,-0.34
-0.88,2.7,3.05,-0.15,0.73
-0.15,3.02,2.88,0.97,1.12
0.97,3.21,2.74,1.03,0.06
1.03,3.05,2.88,0.11,-0.92
0.11,2.8,3.18,-0.98,-1.09
-0.98,2.68,3.3,-0.8,0.18
-0.8,2.9,3.16,0.51,1.31
0.51,3.16,2.91,0.97,0.46
0.97,3.15,2.81,0.5,-0.47
0.5,2.96,3.05,-0.7,-1.2
-0.7,2.77,3.28,-0.9,-0.2
-0.9,2.87,3.2,0.02,0.92
0.02,3.14,2.96,0.85,0.83
0.85,3.21,2.81,0.71,-0.14
0.71,3.09,2.97,-0.31,-1.02
-0.31,2.89,3.23,-0.83,-0.52
-0.83,2.83,3.23,-0.48,0.35
-0.48,3.05,3.02,0.76,1.24
0.76,3.28,2.86,0.87,0.11
0.87,3.18,2.89,0.16,-0.71
0.16,2.97,3.15,-0.78,-0.94
-0.78,2.85,3.3,-0.69,0.09
-0.69,2.94,3.14,0.28,0.97
0.28,3.19,2.91,0.81,0.53
0.81,3.21,2.83,0.49,-0.32
0.49,3.07,3.02,-0.54,-1.03
-0.54,2.88,3.22,-0.77,-0.23
-0.77,2.84,3.11,0.01,0.78
0.01,3.09,2.89,0.89,0.88
0.89,3.23,2.81,0.67,-0.22
0.67,3.11,3.01,-0.38,-1.05
-0.38,2.89,3.21,-0.81,-0.43
-0.81,2.85,3.21,-0.41,0.4
-0.41,3.1,3.05,0.66,1.07
0.66,3.32,2.86,0.89,0.23
0.89,3.2,2.81,0.36,-0.53
0.36,2.98,3.08,-0.82,-1.18
-0.82,2.82,3.27,-0.89,-0.07
-0.89,2.96,3.19,0.18,1.07
0.18,3.25,2.94,0.97,0.79
0.97,3.34,2.83,0.82,-0.15
0.82,3.15,3,-0.19,-1.01
-0.19,2.92,3.3,-0.83,-0.64
-0.83,2.86,3.36,0.1,0.93
0.1,2.92,2.86,-1.1,-1.2
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
0.67,0.02,0.1,-0.45,-1.12
